id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,budget
19907176,"Upper West side,Lincoln center,Luxury 2Bed 2Bath",131647128,Emily,Manhattan,Upper West Side,40.77578,-73.98923,Entire home/apt,255,30,5,2019-02-27,0.26,25,254,Average
19907609,"Upper West side, 2 bed 2 Bath",131647128,Emily,Manhattan,Upper West Side,40.77476,-73.98947,Entire home/apt,320,30,8,2019-06-28,0.38,25,261,Average
19911620,Long Stay at Central Park West,36565683,Mariano,Manhattan,Upper West Side,40.800129999999996,-73.95998,Entire home/apt,150,6,4,2019-03-23,0.17,1,64,Average
19946965,Comfortable PRIVATE ROOM in a great location,62710779,Husain,Manhattan,Upper West Side,40.799820000000004,-73.96410999999999,Private room,89,4,1,2017-08-03,0.04,1,0,Average
20013255,Lavish Private bedroom by central park,115228513,Aly,Manhattan,Upper West Side,40.80263,-73.96458,Private room,99,1,90,2019-05-30,3.8,2,331,Average
20014141,UWS. Beautiful 1brm apartment w/ king size bed,54498900,Svetlana,Manhattan,Upper West Side,40.79271,-73.97272,Entire home/apt,170,7,4,2018-01-01,0.17,1,0,Average
20049857,Pre-War Brownstone 2 Blocks from Central Park,142442839,Elizabeth,Manhattan,Upper West Side,40.78561,-73.97636999999999,Entire home/apt,299,3,57,2019-06-30,2.57,1,116,Average
20051114,Steps to Central Park: spacious and cozy UWS 1BR,9851499,Diana,Manhattan,Upper West Side,40.78284,-73.97203,Entire home/apt,175,1,0,,,1,0,Average
20084595,Upper West Side Town House Apartment,15547192,Bryan,Manhattan,Upper West Side,40.7886,-73.97088000000001,Entire home/apt,82,7,0,,,1,0,Average
20121308,Spacious room w/Private Roof Deck in Shared Apt,118883025,Apeksha,Manhattan,Upper West Side,40.78182,-73.97915,Private room,120,1,141,2019-06-30,5.94,1,231,Average
20135026,Personal Room/Bathroom with Large Shared Living,6971106,Michael,Manhattan,Upper West Side,40.79957,-73.96989,Private room,72,3,4,2017-10-24,0.17,2,0,Average
20136870,1 BEDROOM CENTRAL PARK / BALCONY /COLUMBUS CIRCLE,131647128,Emily,Manhattan,Upper West Side,40.77548,-73.98965,Entire home/apt,190,30,5,2019-02-21,0.38,25,181,Average
20148616,1 BEDROOM / HIGH FLOOR / BALCONY /COLUMBUS CIRCLE,131647128,Emily,Manhattan,Upper West Side,40.77104,-73.98522,Entire home/apt,190,30,6,2019-05-16,0.31,25,190,Average
20164612,"Plant Haven: Cozy, spacious room in Manhattan",72377141,Ben,Manhattan,Upper West Side,40.80012,-73.96896,Private room,76,7,2,2017-11-25,0.09,3,0,Average
20174221,Huge Pre-War 1BD By Central Park,22373916,Steven,Manhattan,Upper West Side,40.77841,-73.97968,Entire home/apt,175,7,2,2017-11-18,0.09,1,0,Average
20176191,Enormous Private Room in Shared Apartment,6971106,Michael,Manhattan,Upper West Side,40.79938,-73.97057,Private room,100,5,0,,,2,0,Average
20196464,Upper Westside apt with huge private terrace.,135940325,Ilona,Manhattan,Upper West Side,40.776920000000004,-73.98111,Entire home/apt,206,5,0,,,1,0,Average
20243718,Quaint & Quiet Room - UWS Apt (105/Broadway),144275900,Andrew,Manhattan,Upper West Side,40.80024,-73.96826,Private room,51,7,2,2018-06-30,0.09,1,0,Average
20245577,Big guest room on Upper west side,20850336,Yubo,Manhattan,Upper West Side,40.77621,-73.98054,Private room,140,1,13,2019-05-26,0.77,1,54,Average
20261316,Sunny two bedroom-two bath in doorman building UWS,42435903,Anuja,Manhattan,Upper West Side,40.790929999999996,-73.97528,Entire home/apt,270,7,0,,,1,0,Average
20263650,Light Filled Quiet UWS studio,170094,Lee,Manhattan,Upper West Side,40.79272,-73.97519,Entire home/apt,120,3,6,2018-12-16,0.27,1,0,Average
20330822,Charming Quiet Entire 1 bdrm Duplex UWS + Terrace,20217572,David,Manhattan,Upper West Side,40.79312,-73.96885999999999,Entire home/apt,219,4,30,2019-06-15,1.29,1,45,Average
20331468,Large Upper West Side Apartment with Rooftop,18121246,Alana,Manhattan,Upper West Side,40.7856,-73.97539,Entire home/apt,289,3,3,2017-09-23,0.13,1,0,Average
20331502,Room in Upper West Side Apartment - close to park,51752582,Nitzan,Manhattan,Upper West Side,40.7973,-73.9618,Private room,55,3,4,2017-12-19,0.17,1,0,Average
20333200,"FEMALE only- Clean, Quiet, Lincoln Center Apt",683180,Jina,Manhattan,Upper West Side,40.77345,-73.98774,Private room,89,10,10,2018-12-12,0.44,1,248,Average
20405958,2BED 2 BATH CENTRAL PARK /BALCONY /COLUMBUS CIRCLE,131647128,Emily,Manhattan,Upper West Side,40.775999999999996,-73.98815,Entire home/apt,300,30,7,2019-03-29,0.85,25,312,Average
20432615,Private room next to Central Park!,19887805,Joshua,Manhattan,Upper West Side,40.79574,-73.96311999999999,Private room,61,1,1,2017-08-26,0.04,1,35,Average
20438015,Prime Upper West Side Duplex,15004693,S,Manhattan,Upper West Side,40.78304,-73.97309,Entire home/apt,250,2,2,2017-12-24,0.09,1,0,Average
20458372,1 bedroom apartment near Central Park,55133987,Vadim,Manhattan,Upper West Side,40.795320000000004,-73.96344,Entire home/apt,130,9,0,,,1,0,Average
20480133,Cosy bedroom in Upper West Side,88787567,Vincent,Manhattan,Upper West Side,40.79787,-73.96802,Private room,60,4,4,2018-06-02,0.22,1,0,Average
20503833,Private Room By Central Park,16441670,Maya,Manhattan,Upper West Side,40.79738,-73.96332,Private room,77,1,52,2019-06-30,2.41,1,198,Average
20541408,Female Only Upper West Side Room,87951927,Jeanie,Manhattan,Upper West Side,40.80046,-73.96598,Private room,75,1,5,2017-09-25,0.22,1,0,Average
20586070,UPPER WEST 2BED 2BATH HIGH FLOOR/ LINCOLN CENTER,131647128,Emily,Manhattan,Upper West Side,40.7744,-73.9874,Entire home/apt,275,30,21,2019-06-20,1.26,25,318,Average
20588062,Perfectly Located Lincoln Center One-Bedroom,147092207,Fernando,Manhattan,Upper West Side,40.7723,-73.98222,Entire home/apt,200,2,3,2018-04-15,0.13,1,2,Average
20615793,Quaint Loft near Broadway minutes to Central Park,3449385,JimiBeth,Manhattan,Upper West Side,40.79273,-73.97592,Entire home/apt,100,4,32,2018-07-28,1.51,1,0,Average
20639280,Prime Location close to Central Park!,5137740,Stefanie,Manhattan,Upper West Side,40.78696,-73.97293,Shared room,125,3,0,,,1,0,Average
20645320,32 FLR VIEWS!LINCOLN SQR-LUXURY MIDTOWN WEST 60TH,76104209,Rated,Manhattan,Upper West Side,40.77068,-73.98674,Entire home/apt,229,30,0,,,33,364,Average
20662567,Home with Private Terrace Off the Park,147796643,Cole,Manhattan,Upper West Side,40.78875,-73.9679,Private room,150,2,5,2018-09-22,0.22,1,0,Average
20673848,Big One Bedroom Directly Across from Central Park!,73597988,Shaye,Manhattan,Upper West Side,40.799820000000004,-73.96058000000001,Entire home/apt,135,2,1,2017-09-10,0.04,1,0,Average
20685890,"Spacious, and lit 2 bedroom penthouse in the UWS",63510347,Inna,Manhattan,Upper West Side,40.79412,-73.96806,Entire home/apt,173,10,0,,,1,0,Average
20707376,Adorable and homey Central Park apartment,35959348,Taylor,Manhattan,Upper West Side,40.78965,-73.96993,Entire home/apt,95,1,9,2019-03-24,0.48,1,70,Average
20748520,Cozy Spot on the UWS,51447852,Dana,Manhattan,Upper West Side,40.77998,-73.98218,Shared room,62,1,10,2018-08-06,0.45,1,0,Average
20814478,New York Experience,37038571,Haniel,Manhattan,Upper West Side,40.797959999999996,-73.97255,Entire home/apt,250,2,1,2017-10-09,0.05,1,0,Average
20847505,Charming Apartment on Central Park West!,84932767,Abigail,Manhattan,Upper West Side,40.78717,-73.96806,Entire home/apt,150,1,24,2019-05-02,1.08,1,27,Average
20888020,Upper West Side Room,150032863,Ayelet,Manhattan,Upper West Side,40.794990000000006,-73.97669,Private room,75,5,2,2017-09-16,0.09,1,0,Average
20918850,Upper west side gem,8245913,John,Manhattan,Upper West Side,40.78747,-73.96928,Entire home/apt,330,3,0,,,1,0,Average
21005576,"Quiet, clean and spacious.",151238818,Peter,Manhattan,Upper West Side,40.77867,-73.97914,Private room,135,7,8,2019-06-16,0.82,1,363,Average
21014202,曼哈顿林肯中心一室一厅,97044757,柏润,Manhattan,Upper West Side,40.77312,-73.98819,Private room,78,1,11,2018-06-10,0.5,2,0,Average
21021957,2BED 2 BATH LINCOLN CENTER / RIVER VIEW,131647128,Emily,Manhattan,Upper West Side,40.77536,-73.98952,Entire home/apt,280,30,9,2019-06-02,1.4,25,341,Average
21026558,One private room in a brand new 2BR Penthouse!,15569216,Andrey,Manhattan,Upper West Side,40.78628,-73.97482,Private room,250,2,3,2019-05-05,0.2,1,94,Average
21057757,Bright Charming 1 Bdrm off Central Park,2235545,Kevin,Manhattan,Upper West Side,40.77478,-73.97986,Entire home/apt,125,30,5,2018-11-12,0.26,1,0,Average
21106395,"Cozy, tranquil bedroom steps from Central Park A",152195388,Rachel,Manhattan,Upper West Side,40.784890000000004,-73.97345,Private room,99,20,7,2019-03-31,0.42,2,125,Average
21109037,Prime Upper West Side Bedroom,51339741,Liz,Manhattan,Upper West Side,40.77895,-73.98331999999999,Private room,145,1,43,2019-07-02,2.01,1,197,Average
21112746,"Studio on UWS, three blocks from the Central Park",49046009,Anthony,Manhattan,Upper West Side,40.78607,-73.97717,Entire home/apt,180,5,27,2019-04-20,1.25,1,0,Average
21133911,2BED 2 BATH / HIGH FLOOR/ BALCONY/ COLUMBUS CIRCLE,131647128,Emily,Manhattan,Upper West Side,40.77538,-73.98814,Entire home/apt,300,30,7,2019-06-24,0.38,25,313,Average
21138538,Lavish 2 BR minutes from Central Park!,149977050,Ivan,Manhattan,Upper West Side,40.78631,-73.97752,Entire home/apt,199,2,27,2019-06-18,1.34,1,335,Average
21140951,2BED 2BATH PRIVATE BALCONY / COLUMBUS CIRCLE,131647128,Emily,Manhattan,Upper West Side,40.77576,-73.98883000000001,Entire home/apt,290,30,4,2019-05-24,0.22,25,281,Average
21142363,Sunny Room in a Brownstone Penthouse,119464278,Gary,Manhattan,Upper West Side,40.787290000000006,-73.97033,Private room,110,30,0,,,1,0,Average
21155115,SUPER COZY Apartment in Manhattan (1 Bedroom!),152628203,Margarette,Manhattan,Upper West Side,40.79221,-73.97331,Entire home/apt,120,4,7,2018-01-28,0.33,1,0,Average
21163303,Cozy Central Park Apartment,50388251,Samuel,Manhattan,Upper West Side,40.80015,-73.96159,Private room,145,2,0,,,1,0,Average
21177066,Small and Cozy room on Upper West Side,24929024,Kaushik,Manhattan,Upper West Side,40.80003,-73.96446,Private room,47,1,0,,,1,0,Average
21203545,Small Apartment by Central Park/Columbus Circle,40100,Nicole,Manhattan,Upper West Side,40.769459999999995,-73.986,Entire home/apt,129,3,2,2018-07-01,0.1,2,0,Average
21252149,Beautiful Room ♡ of the Upper West Side,153650351,Lizzy,Manhattan,Upper West Side,40.78138,-73.98139,Private room,150,1,138,2019-06-19,6.51,1,197,Average
21253783,Home - away from home [Columbus Crcle/Central Prk],19541889,Eric,Manhattan,Upper West Side,40.76858,-73.9847,Entire home/apt,253,3,1,2017-12-28,0.05,1,0,Average
21263728,Urban chic private guest suite in the heart of NY,16977462,Candice,Manhattan,Upper West Side,40.78642,-73.97652,Private room,125,5,38,2019-07-01,1.8,1,54,Average
21295182,Spacious One Bed Apartment by Columbus Circle,91299100,Christopher,Manhattan,Upper West Side,40.76913,-73.986,Entire home/apt,175,4,0,,,2,0,Average
21295334,Cozy Apartment for Cat Lovers! (Kids friendly),25178532,Ele,Manhattan,Upper West Side,40.778290000000005,-73.97984,Entire home/apt,250,7,1,2018-03-22,0.06,1,0,Average
21297711,Gorgeous Studio Steps to Central Park West! #10256,15357689,Rissala,Manhattan,Upper West Side,40.77816,-73.97735,Entire home/apt,250,3,4,2018-01-03,0.21,1,3,Average
21311288,Central Park Smart Home,5644804,Ben,Manhattan,Upper West Side,40.778690000000005,-73.97658,Entire home/apt,300,2,31,2019-06-14,1.57,1,99,Average
21313668,A Beautiful Studio in Upper West Side,30426158,Bryan,Manhattan,Upper West Side,40.78456,-73.97933,Entire home/apt,150,4,2,2017-12-09,0.1,2,0,Average
21355005,Large room in the Upper West Side!,25880686,Davide,Manhattan,Upper West Side,40.80049,-73.97159,Private room,89,10,0,,,1,0,Average
21366948,"Best of the west! Sunny,quiet&huge! Ideal location",154714898,Gil,Manhattan,Upper West Side,40.78584,-73.97341999999999,Entire home/apt,350,5,31,2019-06-30,1.54,1,166,Average
21370014,Renovated apartment of a young business traveller,36824919,Dmitry,Manhattan,Upper West Side,40.802459999999996,-73.96741,Private room,72,3,1,2017-10-28,0.05,1,0,Average
21384941,Great UWS alcove studio,11774785,Greg,Manhattan,Upper West Side,40.79027,-73.97241,Entire home/apt,135,2,0,,,1,0,Average
21398613,Spacious 1 BR APT right next to Central Park,24393270,Marc,Manhattan,Upper West Side,40.76877,-73.98371,Entire home/apt,150,5,1,2017-10-30,0.05,1,0,Average
21399123,Beautiful Room with Private Bathroom in Manhattan,96346005,Yamile,Manhattan,Upper West Side,40.77455,-73.98881999999999,Private room,156,3,86,2019-06-29,4.11,3,68,Average
21413190,Morden Corner Lux Apartment w/ River & City view,22223682,Zoey,Manhattan,Upper West Side,40.77158,-73.98976,Private room,150,300,2,2018-01-02,0.1,1,365,Average
21431963,Magical Space w/Incredible Cozy Energy,122374980,Matt,Manhattan,Upper West Side,40.784279999999995,-73.97665,Shared room,60,1,90,2019-06-13,4.35,4,77,Average
21469568,Sunny & Gorgeous master bedroom  by central park,115228513,Aly,Manhattan,Upper West Side,40.80272,-73.96629,Private room,129,1,83,2019-06-09,4.0,2,365,Average
21474497,Studio with Private Terrace on Central Park West,2628354,Andrew,Manhattan,Upper West Side,40.78025,-73.97585,Entire home/apt,200,30,5,2018-02-11,0.25,1,0,Average
21499536,Sunny and cozy Upper West Side Apartment,8132596,Aniko,Manhattan,Upper West Side,40.788579999999996,-73.97462,Entire home/apt,170,3,34,2018-04-01,1.66,1,0,Average
21549898,"UWS Jewel, oval living room in a charming hometown",6420489,Lorena,Manhattan,Upper West Side,40.77845,-73.98198000000001,Entire home/apt,315,4,16,2019-05-31,0.84,1,7,Average
21551617,Summer Savings! Central Park 1BR/1Bath/UWS,156699963,Jennifer,Manhattan,Upper West Side,40.77538,-73.97743,Entire home/apt,350,1,11,2019-05-22,0.54,1,80,Average
21551787,Alluring Private Bedroom in Spacious UWS Apt,48087870,Trevor,Manhattan,Upper West Side,40.79741,-73.9697,Private room,150,2,27,2019-06-09,1.33,1,63,Average
21577679,"Fabulous, Spacious Studio by CP. An Artful Retreat",32230738,Allison,Manhattan,Upper West Side,40.78737,-73.97293,Entire home/apt,145,3,75,2019-06-25,3.73,1,110,Average
21596013,Quaint & Quiet UWS,65824474,Eri,Manhattan,Upper West Side,40.79307,-73.97449,Entire home/apt,118,1,2,2017-11-08,0.1,1,0,Average
21596214,Broadway Studio,7138636,Page,Manhattan,Upper West Side,40.78544,-73.97869,Entire home/apt,116,3,15,2019-05-13,0.77,1,0,Average
21624428,Quiet Upper West Side Brownstone Oasis,89013063,Gabriella,Manhattan,Upper West Side,40.78901,-73.98057,Entire home/apt,199,5,12,2019-06-30,1.35,1,12,Average
21627791,Bright & Inspiring Experience,122374980,Matt,Manhattan,Upper West Side,40.78481,-73.97648000000001,Shared room,60,1,73,2019-05-24,3.65,4,88,Average
21628066,Cozy & Inspiring Experience,122374980,Matt,Manhattan,Upper West Side,40.78617,-73.97663,Shared room,60,1,67,2019-06-23,3.31,4,81,Average
21649172,Sanctuary on the Upper West Side of Manhattan,4431637,Rebecca,Manhattan,Upper West Side,40.79907,-73.96961999999999,Entire home/apt,225,6,4,2019-04-21,0.22,1,177,Average
21683672,Prime UWS location bedroom available!,2179407,Edgar,Manhattan,Upper West Side,40.7872,-73.97639000000001,Private room,80,2,0,,,1,0,Average
21701695,Lovely Private Room with Balcony in New York,96346005,Yamile,Manhattan,Upper West Side,40.77268,-73.98933000000001,Private room,135,3,69,2019-06-25,3.47,3,70,Average
21703548,Fantastic Room near Central Park and Lincoln Cente,96346005,Yamile,Manhattan,Upper West Side,40.77559,-73.98748,Private room,126,3,77,2019-06-20,3.98,3,45,Average
21707762,Spacious Family Friendly Spot Near Central Park,754952,Brian,Manhattan,Upper West Side,40.790690000000005,-73.96614,Entire home/apt,395,3,1,2017-11-25,0.05,1,0,Average
21713495,"UWS - Cozy, Artsy 1 Bedroom",16240062,Chryssie,Manhattan,Upper West Side,40.79951,-73.96436,Entire home/apt,175,1,37,2019-07-05,1.93,1,176,Average
21727957,Mod 3 Bd - Central Park/Columbus Circle 2 blocks,23190446,Bridget,Manhattan,Upper West Side,40.7723,-73.98764,Entire home/apt,550,5,5,2019-01-01,0.27,1,7,Average
21752545,Beautiful private bedroom in spacious UWS Apt,107786131,John,Manhattan,Upper West Side,40.79957,-73.96902,Private room,150,2,0,,,1,0,Average
21781859,Mid-town West 5-min walk to Central Park,2368634,Jen,Manhattan,Upper West Side,40.76814,-73.98404000000001,Entire home/apt,220,5,2,2018-09-06,0.1,1,0,Average
21783298,Upper West Side Quiet and Private Studio,11387702,Rob,Manhattan,Upper West Side,40.78037,-73.98021,Entire home/apt,145,7,0,,,1,0,Average
21822768,Central Park apt 7/10-7/18 nyc summer July,3239797,Rachel,Manhattan,Upper West Side,40.79401,-73.9639,Entire home/apt,228,7,1,2018-07-17,0.08,1,0,Average
21826266,Cozy Manhattan private room @Excellent location,159027871,Chuhan,Manhattan,Upper West Side,40.802040000000005,-73.96611999999999,Private room,35,10,2,2018-05-26,0.11,1,0,Average
21828988,Beautiful Apartment @ Heart of the Upper West Side,6897051,Corey,Manhattan,Upper West Side,40.785579999999996,-73.97703,Private room,340,2,0,,,2,362,Average
21844499,Cozy Central Park West Brownstone,1684573,Emily,Manhattan,Upper West Side,40.78624,-73.96951999999999,Entire home/apt,96,3,2,2017-12-01,0.1,1,0,Average
21851100,Lincoln Center Studio,7724142,Christopher,Manhattan,Upper West Side,40.77562,-73.98756,Entire home/apt,1066,1,2,2019-01-01,0.2,1,365,Average
21857913,136 Apt 3,159435936,Jonathan,Manhattan,Upper West Side,40.788340000000005,-73.97215,Entire home/apt,95,15,5,2018-08-20,0.27,3,0,Average
21881602,One decent room in Upper West Side Manhattan!,83422323,Amon,Manhattan,Upper West Side,40.794540000000005,-73.97541,Private room,50,1,14,2018-03-31,0.71,1,0,Average
21892834,Executive Museum 1 BR Elevator Best Location,61391963,Corporate Housing,Manhattan,Upper West Side,40.78383,-73.97529,Entire home/apt,133,30,8,2019-06-30,0.43,91,301,Average
21919913,27 FLR VIEWS!LINCOLN SQR-LUXURY 2BR MIDTOWN W 60TH,76104209,Rated,Manhattan,Upper West Side,40.77055,-73.98615,Entire home/apt,333,30,0,,,33,330,Average
21921608,32 FLR VIEWS!LINCOLN SQR-LUXURY 2BR MIDTOWN W 60TH,76104209,Rated,Manhattan,Upper West Side,40.76996,-73.98550999999999,Entire home/apt,375,30,0,,,33,300,Average
21949815,Upper west studio next to Central Park,116430338,Dova,Manhattan,Upper West Side,40.79572,-73.96781,Entire home/apt,105,7,1,2018-01-02,0.05,1,0,Average
21958889,Upper West Side Brownstone Duplex by Central Park,160306249,Andy,Manhattan,Upper West Side,40.78165,-73.9749,Private room,55,2,14,2019-06-29,0.81,2,0,Average
21985070,Cozy Room 2 MINIUTES WALK to 1 TRAIN,5400884,Cassie,Manhattan,Upper West Side,40.80257,-73.96725,Private room,99,1,2,2017-12-19,0.1,1,0,Average
21994561,Small bedroom in comfy apartment @Upper West Side,2928002,Jerome,Manhattan,Upper West Side,40.799170000000004,-73.96795,Private room,69,4,2,2018-01-11,0.11,1,0,Average
21997208,Spacious 2 Bed Apartment on the UWS,154608871,Daniel,Manhattan,Upper West Side,40.78707,-73.9769,Entire home/apt,215,2,0,,,1,0,Average
22005115,Two floor apartment near Central Park,82746113,Cecilia,Manhattan,Upper West Side,40.78761,-73.96862,Entire home/apt,135,5,1,2019-06-30,1.0,2,145,Average
22031003,Private and clean room near Columbia University,70919459,Teresa,Manhattan,Upper West Side,40.80259,-73.96446,Private room,60,5,0,,,1,0,Average
22037644,Restorative haven in a great neighborhood,46972551,Catherine,Manhattan,Upper West Side,40.786229999999996,-73.98146,Entire home/apt,110,2,33,2019-06-19,1.74,1,6,Average
22043565,Perfect UWS Prewar 1 bedroom apartment!,160991451,Maurine,Manhattan,Upper West Side,40.79119,-73.9782,Entire home/apt,150,5,6,2019-03-14,0.32,1,0,Average
22044014,Entire Studio Steps from Central Park,105341430,Kseniya,Manhattan,Upper West Side,40.78608,-73.97251999999999,Entire home/apt,100,1,116,2019-07-02,5.99,1,65,Average
22046354,Master Bedroom in Upper West Side Duplex,160306249,Andy,Manhattan,Upper West Side,40.78313,-73.97555,Private room,58,3,2,2018-01-30,0.1,2,0,Average
22047243,Luxury NYC Apartment on Central Park West,7991202,Daniel,Manhattan,Upper West Side,40.79971,-73.96037,Entire home/apt,125,5,5,2019-05-29,0.27,1,7,Average
22057103,Central Park Studio,14290739,Stanton,Manhattan,Upper West Side,40.79176,-73.96717,Entire home/apt,175,30,1,2018-12-18,0.15,3,3,Average
22063652,Charming Central Park Studio Awaits!,161160095,Walter,Manhattan,Upper West Side,40.787259999999996,-73.96866999999999,Entire home/apt,170,3,42,2019-07-01,2.19,1,4,Average
22064197,Upper West Side Central Park apartment,20153029,Tal,Manhattan,Upper West Side,40.77244,-73.98043,Entire home/apt,190,7,0,,,1,0,Average
22066317,1br - Room Sublet (From Dec 13) (Upper West Side),35986301,Angie,Manhattan,Upper West Side,40.79722,-73.96205,Private room,50,5,1,2017-12-03,0.05,1,0,Average
22077789,Queen Bed + Futon HUGE Sunny Master 1BR/Priv Bath,32451588,Paul,Manhattan,Upper West Side,40.80049,-73.96629,Private room,150,2,0,,,1,0,Average
22090790,26TH FLR VIEWS! LINCOLN SQR- MODERN 2BR 2 BATH,76104209,Rated,Manhattan,Upper West Side,40.77055,-73.98613,Entire home/apt,374,60,0,,,33,290,Average
22100911,Upper West Side Manhattan,161446165,Simone,Manhattan,Upper West Side,40.803090000000005,-73.96568,Private room,100,4,1,2018-12-29,0.16,1,341,Average
22108130,UWS  - Simple & Bright - 1BR,106837455,Lisa,Manhattan,Upper West Side,40.78456,-73.98116999999999,Entire home/apt,140,30,0,,,8,0,Average
22122354,3 Minutes to Central Park ❤︎ of NYC!,161616186,Santiago,Manhattan,Upper West Side,40.78233,-73.98415,Entire home/apt,150,3,20,2019-06-22,1.08,1,36,Average
22126122,Cozy bright apartment,1931414,Vera,Manhattan,Upper West Side,40.797990000000006,-73.97018,Private room,250,6,1,2018-07-13,0.08,1,55,Average
22134428,"Spacious living room, walk-in closet",159726656,Uttara,Manhattan,Upper West Side,40.78898,-73.97418,Shared room,53,3,7,2018-12-31,0.38,1,0,Average
22156875,Manhattan Studio in Prewar Building,161814450,Michael,Manhattan,Upper West Side,40.778059999999996,-73.98225,Entire home/apt,195,3,20,2019-05-18,1.27,1,217,Average
22162572,1BED 1 BATH /UPPER WEST SIDE /Lincoln Center,131647128,Emily,Manhattan,Upper West Side,40.77605,-73.98833,Entire home/apt,190,30,4,2019-04-11,0.63,25,363,Average
22162915,2 Beds 1 Bath UPPER WEST SIDE/ LINCOLN CENTER,131647128,Emily,Manhattan,Upper West Side,40.77483,-73.98973000000001,Entire home/apt,200,30,1,2018-10-12,0.11,25,0,Average
22192877,Upper West Side Home for the Holidays,22866437,Eliana,Manhattan,Upper West Side,40.77838,-73.97851,Entire home/apt,600,3,0,,,2,0,Average
22208315,Patio Perfection,55324782,Kaitlin,Manhattan,Upper West Side,40.78309,-73.97831,Private room,75,1,1,2018-01-01,0.05,1,0,Average
22214594,A birdcage on the Upper West Side,81503286,Aissa,Manhattan,Upper West Side,40.796409999999995,-73.97088000000001,Entire home/apt,75,3,5,2018-02-18,0.28,1,0,Average
22227015,Upper West Side Luxury! See fall in Central Park!,4332666,Andrew,Manhattan,Upper West Side,40.79492,-73.96816,Entire home/apt,400,3,10,2018-10-18,0.56,1,64,Average
22232328,"LUX 2Bed/UWS Gem! 
5 Min Walk to Central Park",57470846,Melissa,Manhattan,Upper West Side,40.78472,-73.97575,Entire home/apt,175,3,0,,,1,0,Average
22260983,RENOVATED 2 BEDROOM APT NEAR CENTRAL PARK WEST,9293730,Inna,Manhattan,Upper West Side,40.79638,-73.96332,Entire home/apt,125,30,1,2018-08-04,0.09,16,284,Average
22275716,Cozy Studio  with Patio Next to Central Park,23939793,Tamar,Manhattan,Upper West Side,40.77428,-73.97893,Entire home/apt,60,3,11,2018-11-24,0.59,1,0,Average
22277909,"Cozy, Upper West Side One Bedroom",132464629,Bethany,Manhattan,Upper West Side,40.78178,-73.97928,Entire home/apt,135,12,1,2018-01-05,0.05,1,0,Average
22306848,2 bedroom Central Park West,110704364,Francisco,Manhattan,Upper West Side,40.776540000000004,-73.97694,Entire home/apt,400,1,0,,,1,0,Average
22325054,UWS 2Bed Duplex Near Central Park!,1227833,Fran,Manhattan,Upper West Side,40.780120000000004,-73.97874,Entire home/apt,250,2,0,,,1,0,Average
22360132,Upper West Side Garden apartment,50578169,Joyce,Manhattan,Upper West Side,40.78242,-73.98380999999999,Entire home/apt,400,3,32,2019-06-23,1.88,1,69,Average
22375950,Private room in beautiful duplex by Lincoln Center,133415438,Nimrod David,Manhattan,Upper West Side,40.77769,-73.97953000000001,Private room,61,10,0,,,1,0,Average
22392030,one bedroom apt for long term stay up to 2 months,151728547,진,Manhattan,Upper West Side,40.775059999999996,-73.98161999999999,Entire home/apt,70,15,0,,,1,0,Average
22436899,1-BR Lincoln Center,72390391,Jelena,Manhattan,Upper West Side,40.77213,-73.98665,Entire home/apt,10000,30,0,,,1,83,Average
22454710,Luxury Doorman. Great location.,5863772,Michael,Manhattan,Upper West Side,40.77077,-73.98481,Entire home/apt,225,2,5,2019-01-20,0.27,1,0,Average
22504678,Manhattan Palace Presidential Suite,122786340,Joseph,Manhattan,Upper West Side,40.80115,-73.96524000000001,Private room,70,1,0,,,1,0,Average
22505480,"Studio in Luxury Building - UWS - Indoor Pool, Gym",126687208,Priscilla,Manhattan,Upper West Side,40.79334,-73.96388,Private room,132,6,0,,,1,0,Average
22514949,"Bright, cozy room in UWS next to Central Park",59385671,Yiran,Manhattan,Upper West Side,40.80055,-73.96078,Private room,54,3,0,,,1,0,Average
22531898,"Cozy room, female only, AC include&3 subway lines",87174871,Emma,Manhattan,Upper West Side,40.80253,-73.96315,Private room,30,1,6,2019-07-02,0.33,1,9,Average
22545036,Cozy Room Close to Columbia,12541753,Yiou,Manhattan,Upper West Side,40.800340000000006,-73.96127,Private room,39,3,1,2018-01-13,0.06,1,0,Average
22609027,Park Side Zen Home - Terrace & next to CentralPark,166366338,Dico,Manhattan,Upper West Side,40.773270000000004,-73.97953000000001,Entire home/apt,175,3,21,2019-06-10,1.3,1,42,Average
22615158,Private Room Upper West Side,33392869,Stephen,Manhattan,Upper West Side,40.79937,-73.96281,Private room,100,3,0,,,1,0,Average
22627980,LOVE LIFE,3680044,Roselie,Manhattan,Upper West Side,40.79787,-73.9688,Entire home/apt,99,2,6,2018-04-29,0.33,1,0,Average
22656618,124 West 60th one bedroom apartment,165898555,Honey,Manhattan,Upper West Side,40.769729999999996,-73.9848,Entire home/apt,200,30,0,,,7,365,Average
22663674,2-bedroom in the heart of Upper West Side.,3889408,Jed,Manhattan,Upper West Side,40.782959999999996,-73.98252,Entire home/apt,545,2,47,2019-06-27,2.79,1,269,Average
22669096,"UWS, Luxury Modern 1 BR 1 Bath, Doorman.",85886048,Lauren,Manhattan,Upper West Side,40.7817,-73.982,Private room,395,3,0,,,1,365,Average
