id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,budget
3831,Cozy Entire Floor of Brownstone,4869,LisaRoxanne,Brooklyn,Clinton Hill,40.685140000000004,-73.95976,Entire home/apt,89,1,270,2019-07-05,4.64,1,194,Average
16338,Double Room w Private Deck Clinton Hill Best Area,63613,Patricia,Brooklyn,Clinton Hill,40.69,-73.96788000000001,Private room,55,7,27,2017-09-30,0.23,2,292,Average
17747,BLUE TRIM GUEST HOUSE,68599,George,Brooklyn,Clinton Hill,40.68346,-73.96374,Private room,105,2,105,2019-06-26,0.92,1,304,Average
20755,"Large Parlor Room, Landmark Home 1 block to PRATT",51038,Erica,Brooklyn,Clinton Hill,40.68634,-73.96600000000001,Private room,98,7,16,2019-05-31,0.2,6,185,Average
26520,"Cozy Room #3, Landmark Home 1 Block to PRATT",51038,Erica,Brooklyn,Clinton Hill,40.68698,-73.96571999999999,Private room,125,2,19,2019-06-02,0.2,6,250,Average
29628,Sunny Room in New Condo,127608,Chris,Brooklyn,Clinton Hill,40.68414,-73.96351,Private room,89,3,260,2019-07-03,2.35,1,278,Average
31994,Room with En Suite Bathroom & Deck,137814,Waldemar,Brooklyn,Clinton Hill,40.6873,-73.9634,Private room,76,2,426,2019-06-24,3.89,3,275,Average
32037,Huge Private  Floor at The Waverly,116599,Sahr,Brooklyn,Clinton Hill,40.6863,-73.96765,Private room,135,4,84,2019-07-01,0.77,3,365,Average
42580,Parlor Room In Victorian Townhouse,137814,Waldemar,Brooklyn,Clinton Hill,40.68843,-73.96408000000001,Private room,70,2,294,2019-06-24,3.47,3,336,Average
79067,Lovely 3 bedroom in Italianate Brownstone w/garden,425506,Bliss,Brooklyn,Clinton Hill,40.6848,-73.96219,Entire home/apt,350,6,14,2019-04-20,0.3,1,156,Average
89427,The Brooklyn Waverly,116599,Sahr,Brooklyn,Clinton Hill,40.68613,-73.96536,Entire home/apt,650,5,0,,,3,365,Average
96471,"The Brooklyn Waverly, One Bedroom",116599,Sahr,Brooklyn,Clinton Hill,40.684129999999996,-73.96542,Private room,165,4,11,2019-06-07,0.11,3,365,Average
158290,Clinton Hill + Free Coffee = #smile,759583,Pepe,Brooklyn,Clinton Hill,40.68288,-73.96024,Private room,75,3,43,2019-05-20,0.44,2,365,Average
204065,St. James Pl Garden Studio 1block to PRATT &Gtrain,51038,Erica,Brooklyn,Clinton Hill,40.68634,-73.96161,Entire home/apt,248,2,58,2019-06-04,0.61,6,199,Average
219482,A Cozy Brooklyn Hideaway,759583,Pepe,Brooklyn,Clinton Hill,40.68275,-73.96148000000001,Entire home/apt,172,4,8,2017-10-14,0.09,2,189,Average
225926,The Notorious B.N.B. { The Erhart },1177497,Jessica,Brooklyn,Clinton Hill,40.68999,-73.96710999999999,Private room,239,1,164,2019-07-01,1.73,11,356,Average
241140,The Notorious B.N.B. { The Wallace },1177497,Jessica,Brooklyn,Clinton Hill,40.68975,-73.96703000000001,Private room,438,1,43,2019-04-14,0.46,11,363,Average
242532,The Notorious B.N.B. { The Swoon },1177497,Jessica,Brooklyn,Clinton Hill,40.6893,-73.96602,Private room,279,1,120,2019-06-19,1.28,11,362,Average
254409,Husband & Wife Art-Filled Apartment,1336542,Stephanie,Brooklyn,Clinton Hill,40.68197,-73.96549,Entire home/apt,110,1,2,2014-01-13,0.03,1,0,Average
258284,"Fresh, Clean Brooklyn Garden Apt.",1358312,S,Brooklyn,Clinton Hill,40.68618,-73.96144,Entire home/apt,154,3,233,2019-04-10,2.5,1,0,Average
274376,"Private Clinton Hill, Brooklyn Apt",1434931,Aaron,Brooklyn,Clinton Hill,40.68156,-73.96537,Entire home/apt,135,5,6,2019-06-24,0.13,1,317,Average
326956,"Large Cozy Room #2, Landmark Home 1 Block to PRATT",51038,Erica,Brooklyn,Clinton Hill,40.68625,-73.96446,Private room,180,3,15,2019-04-22,0.18,6,266,Average
414801,Industrial Brooklyn Loft with Tree-Lined Windows,319077,Shell,Brooklyn,Clinton Hill,40.68722,-73.96289,Entire home/apt,500,1,54,2019-03-24,0.65,4,365,Average
433414,Spacious & Sunny in Prime Brooklyn,287733,David,Brooklyn,Clinton Hill,40.68472,-73.96691,Entire home/apt,150,20,89,2019-06-28,1.04,1,247,Average
453094,Bedroom with Garden at the Back,137814,Waldemar,Brooklyn,Clinton Hill,40.68699,-73.9635,Private room,70,2,339,2019-06-23,3.88,3,333,Average
484297,Large home in most desirable Brooklyn hood!,2397411,John,Brooklyn,Clinton Hill,40.68545,-73.96534,Entire home/apt,350,4,10,2018-09-12,0.12,1,0,Average
521018,1BR Loft in Brooklyn,2562882,Brendan,Brooklyn,Clinton Hill,40.694320000000005,-73.96481,Entire home/apt,160,14,3,2016-04-28,0.04,1,0,Average
545261,Clinton Hill Lux Apt Grill & Lawn,746552,Tom,Brooklyn,Clinton Hill,40.68752,-73.96688,Private room,200,3,2,2015-08-07,0.02,1,365,Average
548133,Chic One-Bedroom Apt,2694451,Shontae,Brooklyn,Clinton Hill,40.69073,-73.96762,Entire home/apt,135,3,28,2019-06-01,0.4,1,211,Average
581180,Beautiful Fresh Studio for Sublet,2775107,Dana,Brooklyn,Clinton Hill,40.682320000000004,-73.96500999999999,Entire home/apt,155,30,63,2019-05-26,0.75,1,249,Average
599847,Beautiful Ft. Greene Apartment-NEW!,2966937,Chris,Brooklyn,Clinton Hill,40.68533,-73.96808,Entire home/apt,149,2,20,2018-12-30,0.24,1,4,Average
651648,One Bedroom Apartment in an 1879 Brownstone,3274376,Edward,Brooklyn,Clinton Hill,40.683040000000005,-73.96348,Entire home/apt,200,3,56,2019-05-21,0.96,1,365,Average
688652,Huge Sunny Modern Apt. (1k+sqft),62855,Andrew,Brooklyn,Clinton Hill,40.69445,-73.96401,Entire home/apt,249,4,19,2019-06-07,0.23,1,362,Average
713538,Chic Victorian private apartment in townhouse,3672774,Alison,Brooklyn,Clinton Hill,40.683409999999995,-73.9606,Entire home/apt,175,1,363,2019-06-16,4.55,2,323,Average
749108,Cozy 4 BR Brooklyn townhouse in Clinton Hill,3936154,Molly,Brooklyn,Clinton Hill,40.68391,-73.96200999999999,Entire home/apt,575,3,12,2019-07-01,0.15,1,0,Average
756928,Your OWN Private Garden Apartment,1358245,Tania,Brooklyn,Clinton Hill,40.68785,-73.96708000000001,Entire home/apt,100,2,27,2018-09-15,0.33,1,159,Average
757187,Brooklyn Charm in Clinton Hill,209647,Jorge,Brooklyn,Clinton Hill,40.68468,-73.96303,Private room,50,4,32,2019-05-30,0.4,1,347,Average
804388,Cute Studio Apt in a Mansion (1882),4233879,Karen,Brooklyn,Clinton Hill,40.68631,-73.96802,Entire home/apt,63,5,5,2015-11-14,0.06,1,0,Average
810681,City View From Brooklyn– 2Bd+2Bth,2184470,Said,Brooklyn,Clinton Hill,40.69319,-73.96351,Entire home/apt,250,5,2,2017-01-01,0.03,1,0,Average
819419,"Entire Private, Spacious 1-BR in Ft. Greene",4303726,Tanjila,Brooklyn,Clinton Hill,40.68443,-73.96337,Entire home/apt,125,3,124,2019-05-27,1.56,1,158,Average
820710,1 large bedroom w/private bath,4310378,Autumn,Brooklyn,Clinton Hill,40.69413,-73.96389,Private room,89,2,89,2019-01-01,1.12,3,318,Average
827719,Experience Brooklyn like a True Brooklynite,611137,Shahar,Brooklyn,Clinton Hill,40.68334,-73.96704,Private room,60,3,126,2019-06-27,3.59,2,120,Average
828796,Large 2BR Apt in Brownstone,4344588,Gabe And Jane,Brooklyn,Clinton Hill,40.68673,-73.96252,Entire home/apt,200,2,267,2019-06-19,3.37,1,266,Average
845517,Queen-sized Room Avail in Huge 2 bdrm/2bth loft.,4414425,Ian,Brooklyn,Clinton Hill,40.696909999999995,-73.96713000000001,Private room,36,1,8,2019-05-26,0.1,1,83,Average
860827,carriage house apartment,4524130,Claire,Brooklyn,Clinton Hill,40.68707,-73.96571,Entire home/apt,170,1,315,2019-06-22,4.03,1,275,Average
870119,Beautiful 2bdrm Bklyn duplex w/deck + backyard,355548,Jessica,Brooklyn,Clinton Hill,40.69208,-73.96525,Entire home/apt,185,4,8,2018-08-27,0.22,1,8,Average
883306,1  Bedroom in Clinton Hill Share,4310378,Autumn,Brooklyn,Clinton Hill,40.69494,-73.96372,Private room,79,2,102,2019-06-17,1.41,3,361,Average
890855,Sun-Drenched Studio in Clinton Hill,128920,Magera,Brooklyn,Clinton Hill,40.682520000000004,-73.96664,Entire home/apt,100,6,10,2017-07-03,0.13,1,0,Average
900503,Stylish 1897 garden duplex oasis!,4634013,Brandi,Brooklyn,Clinton Hill,40.687529999999995,-73.96002,Entire home/apt,275,3,0,,,1,0,Average
904060,Beautiful Modern apt in Brooklyn,4834187,Howard,Brooklyn,Clinton Hill,40.68496,-73.96110999999999,Entire home/apt,165,4,37,2018-09-30,0.47,1,343,Average
927408,"Large Cozy Room #1, Landmark Home 1 block to PRATT",51038,Erica,Brooklyn,Clinton Hill,40.68618,-73.96603,Private room,98,2,38,2019-02-16,0.5,6,158,Average
1016105,BK - Spacious & Sunny 4 bedroom apartment,5591685,Paul,Brooklyn,Clinton Hill,40.689240000000005,-73.9681,Entire home/apt,200,7,10,2018-08-19,0.17,1,11,Average
1016819,2BR 2Bath duplex w garden & terrace,5596242,Sabrina And Eduardo,Brooklyn,Clinton Hill,40.687709999999996,-73.96186,Entire home/apt,235,6,5,2018-07-03,0.07,1,3,Average
1197899,Sunny Bedroom in Clinton Hill,2360794,Gillian,Brooklyn,Clinton Hill,40.69258,-73.96649000000001,Private room,75,3,11,2018-10-22,0.16,1,318,Average
1267954,Cozy 1 Bedroom Brownstone In Clinton Hill!,6901734,Liz,Brooklyn,Clinton Hill,40.68843,-73.96239,Entire home/apt,155,2,114,2019-06-17,1.82,1,314,Average
1312228,NYC - CLINTON HILL - FURNISHED ROOM,7130382,Walter,Brooklyn,Clinton Hill,40.68371,-73.96461,Private room,55,1,3,2015-12-20,0.06,2,343,Average
1316961,Huge Sunny Apt Hip/Family Area,772862,Jesse,Brooklyn,Clinton Hill,40.68645,-73.96587,Entire home/apt,160,3,24,2019-05-18,0.33,1,365,Average
1365000,Brownstone - Garden level - 2 rooms,287122,Dominik,Brooklyn,Clinton Hill,40.690740000000005,-73.96619,Entire home/apt,131,7,140,2019-06-25,1.94,1,32,Average
1478315,1 bedroom in heart of Fort Greene,1834942,Tessa,Brooklyn,Clinton Hill,40.69332,-73.96543,Entire home/apt,104,12,11,2017-07-30,0.15,1,15,Average
1515611,"AMAZING, HUGE NEW YORK LOFT!",8092548,Habib,Brooklyn,Clinton Hill,40.68639,-73.9624,Entire home/apt,229,3,38,2019-06-25,0.54,1,364,Average
1616540,Modern Clean 1 Bedroom apt  in Clinton Hill,953843,Sara,Brooklyn,Clinton Hill,40.68572,-73.9641,Entire home/apt,130,7,26,2018-03-07,0.41,1,182,Average
1917629,Gorgeous duplex 1 BR Brownstone apt,5453550,Christine & James,Brooklyn,Clinton Hill,40.694140000000004,-73.96634,Entire home/apt,140,3,123,2019-06-07,1.8,3,244,Average
1918693,Lovely Bedrooms in Artist's Home,9947332,Lorelei & Alex,Brooklyn,Clinton Hill,40.684740000000005,-73.9632,Private room,98,4,245,2019-06-10,3.61,1,247,Average
1929321,Quiet 1br in a Mansion!,9991075,Erika,Brooklyn,Clinton Hill,40.68492,-73.96669,Entire home/apt,130,1,16,2017-04-17,0.38,2,0,Average
1934512,Penthouse studio w/ skylights and skyline views,2317686,Bryan,Brooklyn,Clinton Hill,40.6912,-73.96686,Entire home/apt,150,7,37,2019-06-09,0.6,1,39,Average
1934804,3 Story Brooklyn House - Sleeps 10!,10012421,Deborah,Brooklyn,Clinton Hill,40.69356,-73.96744,Entire home/apt,750,3,32,2019-05-19,1.66,1,141,Average
1998026,"Bright, serene apt in Fort Greene/Clinton Hill",10294707,Amanda,Brooklyn,Clinton Hill,40.69025,-73.96704,Entire home/apt,130,2,15,2019-04-21,0.41,1,0,Average
2015586,Wonderful bright Brooklyn apt,7127362,Lydia,Brooklyn,Clinton Hill,40.6841,-73.96691,Entire home/apt,130,5,9,2016-01-06,0.13,1,0,Average
2019755,Front Studio in Loft Apartment - Steiner Studios,10383481,Bradley,Brooklyn,Clinton Hill,40.69594,-73.96715,Entire home/apt,100,2,100,2019-07-03,1.49,1,280,Average
2087524,Private Parlour Floor,10656683,Lorna,Brooklyn,Clinton Hill,40.680409999999995,-73.95838,Entire home/apt,99,4,74,2019-06-11,1.93,1,261,Average
2088389,Entire Sun Drenched Apartment in Clinton Hill,234918,Mariya,Brooklyn,Clinton Hill,40.68476,-73.96672,Entire home/apt,100,30,17,2017-08-30,0.25,1,0,Average
2170618,Brooklyn Artist Bdrm center of everything,11073109,Maya,Brooklyn,Clinton Hill,40.682140000000004,-73.96474,Private room,61,4,3,2015-08-17,0.06,1,0,Average
2254582,Delightful 2BR Historic Brownstone Duplex,3672774,Alison,Brooklyn,Clinton Hill,40.68255,-73.96124,Entire home/apt,219,4,21,2019-02-15,0.33,2,31,Average
2271504,SUPER BOWL Brooklyn Duplex Apt!!,11598359,Jonathan,Brooklyn,Clinton Hill,40.68766,-73.96439000000001,Entire home/apt,6500,1,0,,,1,0,Average
2310791,Old Brooklyn Charm,3689829,Lee,Brooklyn,Clinton Hill,40.685829999999996,-73.96558,Entire home/apt,200,2,110,2019-06-24,1.73,1,51,Average
2323714,Peaceful Parlor Floor Apartment,5714455,Lila & Paul,Brooklyn,Clinton Hill,40.68568,-73.96244,Entire home/apt,196,2,232,2019-07-07,4.31,1,261,Average
2400010,The Notorious B.N.B. { The Pfizer },1177497,Jessica,Brooklyn,Clinton Hill,40.69045,-73.96762,Private room,239,1,16,2019-05-19,0.28,11,363,Average
2563997,Garden Duplex in Clinton Hill,13067214,Dominick,Brooklyn,Clinton Hill,40.6842,-73.9636,Entire home/apt,595,4,22,2019-01-01,0.39,1,0,Average
2660576,"Come see Brooklyn, New York",13617520,Howard T.,Brooklyn,Clinton Hill,40.691720000000004,-73.96934,Shared room,40,5,8,2015-02-25,0.13,1,0,Average
2686412,Clinton Hill BdRm in Artists' Home,13384586,Julie,Brooklyn,Clinton Hill,40.68274,-73.96486999999999,Private room,49,3,74,2019-06-17,1.16,1,284,Average
2723515,Stylish Pre-war,9652075,Devin,Brooklyn,Clinton Hill,40.694179999999996,-73.9677,Entire home/apt,124,4,65,2019-07-01,1.06,1,165,Average
2771126,Large Loft in Brooklyn  w/ Deck,2333018,Max,Brooklyn,Clinton Hill,40.68998,-73.96072,Entire home/apt,142,10,8,2019-01-03,0.13,1,157,Average
2874932,The Notorious B.N.B. { The Erhart II },1177497,Jessica,Brooklyn,Clinton Hill,40.6907,-73.96732,Private room,199,1,72,2019-06-08,1.14,11,363,Average
2952861,Photography Location,1177497,Jessica,Brooklyn,Clinton Hill,40.69127,-73.96563,Entire home/apt,4500,1,5,2018-12-29,0.09,11,365,Average
2953058,Film Location,1177497,Jessica,Brooklyn,Clinton Hill,40.69137,-73.96723,Entire home/apt,8000,1,1,2016-09-15,0.03,11,365,Average
2969427,Artist's Studio in Mansion,1177497,Jessica,Brooklyn,Clinton Hill,40.68975,-73.96724,Private room,179,1,8,2018-10-07,0.13,11,365,Average
3093469,Amazing Private Room in Brooklyn - Fort Greene,7107807,Crystal & Clee,Brooklyn,Clinton Hill,40.68541,-73.96728,Private room,93,6,108,2019-05-01,1.73,1,336,Average
3220115,Large 1-bedroom in Brooklyn,16306708,Melissa,Brooklyn,Clinton Hill,40.68331,-73.96568,Entire home/apt,115,7,6,2015-01-12,0.1,1,0,Average
3227002,Sunny 2 bedroom in Fort Greene,2941712,Claudia,Brooklyn,Clinton Hill,40.68717,-73.9669,Entire home/apt,200,5,3,2015-07-03,0.05,1,0,Average
3452835,"Artsy, Garden Getaway in Central Brooklyn",666862,Amy,Brooklyn,Clinton Hill,40.68266,-73.96743000000001,Entire home/apt,100,2,45,2016-11-27,0.98,1,0,Average
3476431,Charming Fort Greene Studio,4374828,Michelle,Brooklyn,Clinton Hill,40.68407,-73.96715,Entire home/apt,110,3,39,2019-01-01,0.85,1,0,Average
3522244,Charming Brooklyn Room,922478,Brad,Brooklyn,Clinton Hill,40.6825,-73.95888000000001,Private room,65,1,52,2019-06-09,0.87,2,82,Average
3552043,Zen Loft: Huge Brooklyn Loft for Shoots & Events,319077,Shell,Brooklyn,Clinton Hill,40.68761,-73.96096,Entire home/apt,500,3,19,2019-05-05,0.36,4,365,Average
3561828,Converted Carriage House,2401823,Erin,Brooklyn,Clinton Hill,40.68695,-73.9631,Entire home/apt,150,3,0,,,1,0,Average
3563271,Williamsville Sleep & Stay,6911276,Brian & Arlette,Brooklyn,Clinton Hill,40.6818,-73.96238000000001,Private room,99,1,83,2019-06-12,1.39,1,248,Average
3616527,Pvt 1 Bed in Fort Greene,16669342,Matthew,Brooklyn,Clinton Hill,40.69741,-73.96942,Entire home/apt,100,1,0,,,1,0,Average
3685433,Stunning Studio in Fort Greene,15817252,Nicole,Brooklyn,Clinton Hill,40.69494,-73.96888,Entire home/apt,100,5,7,2017-01-04,0.12,1,0,Average
3704067,Garden Apartment with private patio in Townhouse,188896,Ellen,Brooklyn,Clinton Hill,40.69034,-73.96675,Entire home/apt,175,1,121,2019-01-21,2.03,2,171,Average
3791325,1BR Clinton Hill Apt Beautiful Garden - Video,3028267,Vernon,Brooklyn,Clinton Hill,40.69352,-73.96556,Entire home/apt,150,7,15,2019-05-25,0.27,1,280,Average
3874702,A garden apartment in a brownstone.,16765013,Marek,Brooklyn,Clinton Hill,40.68423,-73.96242,Entire home/apt,145,5,53,2019-06-02,0.9,1,14,Average
3946239,Clinton Hill Apartment 2 BR,20449694,Luis,Brooklyn,Clinton Hill,40.68646,-73.95975,Entire home/apt,150,2,11,2018-06-08,0.42,1,0,Average
3971948,Charming sunny room in Brooklyn,19808313,Georgia,Brooklyn,Clinton Hill,40.68316,-73.96163,Entire home/apt,103,1,0,,,1,0,Average
4000579,Sunny 1 BR Brooklyn Loft Apartment ,3146353,Sara,Brooklyn,Clinton Hill,40.68329,-73.9609,Entire home/apt,157,4,3,2014-10-22,0.05,1,0,Average
4053249,Quiet 2 bdrm in cozy Clinton Hill!,21019043,Jason,Brooklyn,Clinton Hill,40.68436,-73.96223,Entire home/apt,200,2,14,2016-11-29,0.24,1,0,Average
4055732,Stay in Clinton Hill sprout house!,12368114,Rachelle,Brooklyn,Clinton Hill,40.684540000000005,-73.96382,Private room,40,1,1,2015-06-07,0.02,1,0,Average
4089189,Stunning Parlor Garden Apartment,5317124,Caroline,Brooklyn,Clinton Hill,40.6921,-73.96797,Entire home/apt,145,3,16,2019-06-15,0.31,1,96,Average
4225745,Cute Studio in Trendy Neighborhood,21930475,Whitney,Brooklyn,Clinton Hill,40.68275,-73.96542,Entire home/apt,73,2,7,2018-08-13,0.13,1,0,Average
4236725,"Spacious, elegant home in Brooklyn",3650005,Rae,Brooklyn,Clinton Hill,40.69191,-73.96624,Entire home/apt,150,3,0,,,1,0,Average
4299536,10 Minutes to Manhattan,17164818,Victoria,Brooklyn,Clinton Hill,40.68566,-73.96021999999999,Entire home/apt,189,8,33,2019-06-22,0.58,1,271,Average
4305170,Cute ethnic cosy private studio!,5918341,Mona,Brooklyn,Clinton Hill,40.681470000000004,-73.96488000000001,Entire home/apt,139,2,88,2019-06-22,1.53,2,82,Average
4350952,Brooklyn Brownstone Clinton hill,5982086,Joshua,Brooklyn,Clinton Hill,40.68485,-73.9643,Private room,77,14,9,2017-11-24,0.16,1,0,Average
4455301,Pretty and Private in Clinton Hill,8490286,Jan,Brooklyn,Clinton Hill,40.68653,-73.96412,Entire home/apt,110,3,189,2019-07-01,3.4,1,268,Average
4663122,Beautiful 2 Bdrm Duplex w Backyard,16018853,Sasha,Brooklyn,Clinton Hill,40.692890000000006,-73.96701,Entire home/apt,195,4,0,,,1,0,Average
4671552,Garden Level Brooklyn Brownstone,10860081,Hillary,Brooklyn,Clinton Hill,40.68241,-73.96354000000001,Entire home/apt,130,1,9,2015-12-27,0.16,1,0,Average
4720783,Cosy bedroom in Brooklyn duplex,9288052,Lauren,Brooklyn,Clinton Hill,40.685629999999996,-73.95956,Private room,50,2,15,2018-09-09,0.29,2,0,Average
4775737,A Cozy Studio in Clinton Hill,24630374,Takako,Brooklyn,Clinton Hill,40.68233,-73.96418,Entire home/apt,110,4,14,2016-12-25,0.25,1,0,Average
4792430,Bedroom in 19th Century Charmer - Clinton Hill,13343955,Sarah,Brooklyn,Clinton Hill,40.684509999999996,-73.96461,Private room,75,2,6,2019-05-23,0.2,1,133,Average
4809346,Spacious Sunny Brooklyn Sanctuary,24766218,Anna,Brooklyn,Clinton Hill,40.689170000000004,-73.96545,Private room,80,14,2,2015-08-16,0.04,1,335,Average
4829779,Sunlit Room in Brooklyn Brownstone,1631807,Jillian,Brooklyn,Clinton Hill,40.6868,-73.96517,Private room,80,5,1,2016-07-07,0.03,1,0,Average
4830158,Loft in Brooklyn / Clinton Hill,21191214,Alex,Brooklyn,Clinton Hill,40.683479999999996,-73.96394000000001,Entire home/apt,99,5,0,,,1,0,Average
4847312,Clinton Hill Guest Room,24941494,Rudy And Joan,Brooklyn,Clinton Hill,40.689240000000005,-73.96453000000001,Private room,175,3,0,,,1,83,Average
4901424,HOME SWEET HOME - VISIT NYC!,25230336,Juan Carlos,Brooklyn,Clinton Hill,40.683820000000004,-73.96292,Entire home/apt,300,3,0,,,1,0,Average
5083907,Large Room In Beautiful Brownstone ,63613,Patricia,Brooklyn,Clinton Hill,40.69105,-73.96789,Private room,50,60,0,,,2,210,Average
5229212,BRIGHT MODERN CLEAN townhouse 4 Bedroom 6 guests,1226742,Johnny,Brooklyn,Clinton Hill,40.68383,-73.96319,Entire home/apt,308,2,62,2019-06-24,2.01,2,294,Average
5293662,Ft Greene/Clinton Hill Jr 1 Bedroom,6177121,Casey,Brooklyn,Clinton Hill,40.69358,-73.96966,Entire home/apt,70,2,1,2016-01-03,0.02,1,0,Average
5316158,Sunny 2-bedroom in Clinton Hill ,936258,Kelsey,Brooklyn,Clinton Hill,40.68378,-73.96483,Entire home/apt,175,2,8,2016-08-22,0.15,1,0,Average
5373703,Sunny Fort Greene Suite,10887881,Erin,Brooklyn,Clinton Hill,40.68943,-73.96635,Private room,85,1,28,2016-03-27,0.53,1,0,Average
5670672,Entire Floor of Sunny Brownstone,5515591,Tina,Brooklyn,Clinton Hill,40.68699,-73.96049000000001,Entire home/apt,188,3,146,2019-06-21,2.93,2,135,Average
5691347,Lovely studio - Clinton Hill/Barclays Center area.,26264587,Nancy,Brooklyn,Clinton Hill,40.68319,-73.96766,Entire home/apt,135,14,20,2019-06-13,0.46,1,41,Average
5766895,Charmingly Rustic Apt in Ft Greene,3448931,Rachel,Brooklyn,Clinton Hill,40.69174,-73.96871999999999,Entire home/apt,195,3,6,2017-05-29,0.12,1,0,Average
5774245,Bright Peaceful Clean | One Bedroom,25859072,Elizabeth,Brooklyn,Clinton Hill,40.6896,-73.96761,Entire home/apt,140,5,5,2017-10-03,0.1,1,0,Average
5806803,White private room with 0min to bus stop,17997408,Nancy,Brooklyn,Clinton Hill,40.694390000000006,-73.96484,Private room,65,1,136,2019-06-24,5.72,2,11,Average
5816145,AWESOME MODERN ROOM IN CHARMING AREA +SWEET ROOF 2,29650513,Katie Graham,Brooklyn,Clinton Hill,40.69454,-73.96198000000001,Private room,90,30,47,2019-03-13,0.91,6,297,Average
5858757,Long term sublet Brooklyn,4267075,Jen,Brooklyn,Clinton Hill,40.684979999999996,-73.96618000000001,Entire home/apt,89,14,4,2017-03-01,0.11,2,343,Average
5885396,SUNNY ROOM 2 IN CHARMING AREA :),4291007,Graham And Ben,Brooklyn,Clinton Hill,40.69344,-73.96153000000001,Private room,95,30,46,2019-05-22,0.9,11,317,Average
5885542,SUNNY ROOM 1 IN CHARMING AREA :),4291007,Graham And Ben,Brooklyn,Clinton Hill,40.69292,-73.96151,Private room,95,30,43,2019-02-23,0.84,11,312,Average
5925343,The Notorious B.N.B. { The William Henry },1177497,Jessica,Brooklyn,Clinton Hill,40.68963,-73.96713000000001,Private room,259,1,94,2019-06-26,1.85,11,365,Average
5931103,Bright and Cheerful,24982374,David,Brooklyn,Clinton Hill,40.693540000000006,-73.96152,Entire home/apt,259,2,99,2019-06-28,3.07,1,296,Average
6099485,Enormous Sunny Room in Prime Clinton Hill Brooklyn,15763944,Maral,Brooklyn,Clinton Hill,40.690690000000004,-73.96043,Private room,68,3,2,2018-06-25,0.11,1,0,Average
6155072,A Gem in Fort Greene Brooklyn,15395133,Brett,Brooklyn,Clinton Hill,40.68732,-73.96654000000001,Private room,129,3,103,2019-05-22,2.02,1,156,Average
6170979,Cozy 1 Bedroom apartment fitting 4,31104121,Alexander,Brooklyn,Clinton Hill,40.68678,-73.96044,Entire home/apt,100,3,127,2019-06-24,2.62,1,290,Average
6209994,4500 SQ FT Quiet Brooklyn Loft for Shoots & Events,319077,Shell,Brooklyn,Clinton Hill,40.685559999999995,-73.96238000000001,Entire home/apt,750,1,15,2019-05-19,0.34,4,364,Average
6220699,Amazing Airy Hs w Old World Details,770004,Milyoung,Brooklyn,Clinton Hill,40.68346,-73.96264000000001,Entire home/apt,350,1,2,2015-08-17,0.04,1,0,Average
6227871,You have chosen...wisely!,36119,Seth,Brooklyn,Clinton Hill,40.68465,-73.96051,Entire home/apt,95,14,3,2016-07-19,0.08,1,0,Average
6304803,Bright and airy Brooklyn townhouse,1528333,Jon,Brooklyn,Clinton Hill,40.693220000000004,-73.96554,Entire home/apt,300,2,1,2016-05-07,0.03,1,0,Average
6345234,Brownstone in Clinton Hill,2427529,Drew,Brooklyn,Clinton Hill,40.684090000000005,-73.96264000000001,Private room,75,1,0,,,1,0,Average
6377624,Duplex garden brownstone apt,25472836,Maeva & Aaron,Brooklyn,Clinton Hill,40.68672,-73.96376,Entire home/apt,145,2,2,2016-08-10,0.06,1,0,Average
6384275,GARDEN OASIS CLINTON HILL BROWNSTON,252121,Emiliano,Brooklyn,Clinton Hill,40.68374,-73.96452,Entire home/apt,130,3,97,2019-06-17,1.95,1,348,Average
6433445,Sunny Studio in Clinton Hill,1905361,Gillian,Brooklyn,Clinton Hill,40.68404,-73.96714,Entire home/apt,145,6,17,2019-05-30,0.34,1,15,Average
6450240,Brooklyn Cute Room + Private Bath!,4498389,Zuzi,Brooklyn,Clinton Hill,40.683840000000004,-73.96042,Private room,70,1,4,2015-10-26,0.08,1,0,Average
6457367,Studio Apt With Backyard,33722691,Danny And June,Brooklyn,Clinton Hill,40.69298,-73.96851,Entire home/apt,110,1,179,2019-06-15,3.56,2,118,Average
6492778,"2 Bedroom fully furnished apt,Clinton Hill BK",21575456,Myrdith,Brooklyn,Clinton Hill,40.68502,-73.96073,Entire home/apt,175,1,150,2019-07-05,2.98,1,300,Average
6627931,Spacious 2 Bedroom + Backyard in Fort Greene BK,33722691,Danny And June,Brooklyn,Clinton Hill,40.693740000000005,-73.96727,Entire home/apt,150,4,2,2019-04-24,0.06,2,22,Average
6656441,Beautiful Room in Clinton Hill,1418498,Meryl,Brooklyn,Clinton Hill,40.684020000000004,-73.96637,Private room,89,4,0,,,1,0,Average
6672812,Cozy room in light-filled apartment,1549512,Ilene,Brooklyn,Clinton Hill,40.68385,-73.96748000000001,Private room,68,7,0,,,2,0,Average
6684189,PRETTY CLINTON HILL BROWNSTONE!,4028339,Nadine,Brooklyn,Clinton Hill,40.68542,-73.96103000000001,Entire home/apt,600,4,28,2019-06-23,0.58,1,295,Average
